"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyIncomeFact","pred_Monthly_income.log","pred_monthlyincome"
"644",3.55534806148941,"Yes","Non-Travel",6.87523208727658,"Research & Development",2.83321334405622,"Master","Technical Degree","Very High","Male",4.45434729625351,"Low","1","Research Scientist","Low","Married",7.74413662762799,9.57921064961479,0.693147180559945,"Yes",3.17805383034795,"Outstanding","Medium",1.79175946922805,1.09861228866811,"Better",1.79175946922805,1.09861228866811,1.38629436111989,0,"Low",7.89894968832089,2693.45082837628
"645",3.73766961828337,"Yes","Non-Travel",6.81014245011514,"Research & Development",1.79175946922805,"College","Life Sciences","Low","Male",4.56434819146784,"Medium","1","Research Scientist","Low","Divorced",7.65349490966125,9.91808055483903,1.94591014905531,"No",2.89037175789616,"Excellent","Low",1.79175946922805,1.09861228866811,"Bad",0.693147180559945,0,0,0,"Low",7.86200494197878,2595.72143557176
"648",3.29583686600433,"No","Travel_Rarely",5.96870755998537,"Research & Development",2.89037175789616,"Master","Medical","Very High","Male",4.14313472639153,"Low","1","Laboratory Technician","High","Married",7.743269700829,8.7352035906187,0.693147180559945,"No",2.77258872223978,"Excellent","High",1.38629436111989,1.38629436111989,"Best",1.38629436111989,1.09861228866811,0,1.09861228866811,"Low",7.87541263525825,2630.7719281661
"650",3.71357206670431,"Yes","Travel_Rarely",7.1929342212158,"Research & Development",2.07944154167984,"Bachelor","Life Sciences","Low","Male",4.30406509320417,"High","1","Laboratory Technician","Low","Single",7.68109900153636,8.11372608597075,1.38629436111989,"Yes",2.70805020110221,"Excellent","Medium",2.39789527279837,1.38629436111989,"Bad",1.6094379124341,1.09861228866811,0,1.38629436111989,"Low",7.93588725095655,2794.83824937643
"652",4.11087386417331,"No","Travel_Rarely",6.54678541076052,"Sales",2.07944154167984,"Master","Marketing","Medium","Male",3.97029191355212,"Very High","2","Sales Executive","Very High","Divorced",8.56044423341055,9.29596745794362,0,"Yes",2.94443897916644,"Excellent","Medium",2.56494935746154,1.38629436111989,"Better",2.484906649788,2.07944154167984,0.693147180559945,2.30258509299405,"Average",8.77105186133536,6443.9480919346
"653",3.71357206670431,"No","Travel_Frequently",6.38687931936265,"Research & Development",2.30258509299405,"Master","Medical","Medium","Female",4.48863636973214,"High","3","Research Director","High","Single",9.51044496442652,9.53119122769444,2.30258509299405,"No",2.89037175789616,"Excellent","High",3.04452243772342,1.38629436111989,"Good",2.94443897916644,2.07944154167984,1.09861228866811,2.63905732961526,"Very High",9.51528693673374,13564.5251335705
"657",3.95124371858143,"No","Travel_Rarely",7.29301767977278,"Research & Development",2.19722457733622,"Master","Life Sciences","Medium","Male",4.40671924726425,"Medium","3","Research Director","Medium","Married",9.43276366396591,9.66376990660086,1.79175946922805,"No",2.83321334405622,"Excellent","Very High",2.83321334405622,1.79175946922805,"Bad",2.39789527279837,2.30258509299405,1.6094379124341,2.07944154167984,"Very High",9.52918132291776,13754.3253035318
"664",3.58351893845611,"No","Travel_Rarely",6.68835471394676,"Research & Development",2.39789527279837,"Bachelor","Other","Medium","Male",3.8286413964891,"High","1","Laboratory Technician","Very High","Divorced",8.27333659850449,9.16345838607605,0.693147180559945,"No",3.04452243772342,"Outstanding","Low",1.38629436111989,1.6094379124341,"Good",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Average",7.78082579286528,2393.25115992713
"665",3.55534806148941,"No","Non-Travel",6.97166860472579,"Sales",3.17805383034795,"Master","Marketing","Medium","Male",4.29045944114839,"High","2","Sales Executive","High","Single",8.42704964156327,9.21383426123044,0,"No",3.04452243772342,"Outstanding","High",2.39789527279837,1.09861228866811,"Better",2.30258509299405,1.79175946922805,2.19722457733622,2.07944154167984,"Average",8.58137727168056,5330.44331697866
"670",4.00733318523247,"No","Travel_Rarely",6.53087762772588,"Research & Development",1.38629436111989,"Bachelor","Life Sciences","Very High","Male",4.45434729625351,"High","4","Research Director","Very High","Married",9.7858295090679,10.0636913040765,1.38629436111989,"No",2.70805020110221,"Excellent","Low",3.61091791264422,1.09861228866811,"Better",2.39789527279837,2.30258509299405,0,2.30258509299405,"Very High",9.80407657261742,18106.4108488112
"674",3.58351893845611,"Yes","Travel_Frequently",4.87519732320115,"Research & Development",3.25809653802148,"Master","Life Sciences","Very High","Female",4.57471097850338,"High","1","Research Scientist","Medium","Divorced",7.61233683716775,9.71794080038648,0.693147180559945,"Yes",2.99573227355399,"Excellent","Low",2.39789527279837,1.38629436111989,"Good",2.39789527279837,1.09861228866811,2.07944154167984,2.19722457733622,"Low",8.00645795885353,2999.27118586607
"678",3.71357206670431,"No","Travel_Frequently",6.5410299991899,"Research & Development",2.484906649788,"Bachelor","Technical Degree","Very High","Female",4.30406509320417,"High","2","Laboratory Technician","High","Married",8.75210719832936,10.198021099937,0.693147180559945,"No",2.484906649788,"Excellent","Low",2.39789527279837,1.09861228866811,"Best",2.39789527279837,2.30258509299405,2.30258509299405,1.6094379124341,"High",8.35535911860502,4251.9116378314
"680",3.46573590279973,"No","Travel_Rarely",5.04342511691925,"Sales",2.07944154167984,"Master","Life Sciences","Medium","Male",3.73766961828337,"Medium","1","Sales Representative","High","Married",7.75362354655975,9.37058672111828,1.38629436111989,"No",2.77258872223978,"Excellent","Medium",2.63905732961526,1.09861228866811,"Best",2.07944154167984,2.07944154167984,1.79175946922805,1.09861228866811,"Low",8.10056870738413,3295.3421964678
"682",3.78418963391826,"No","Travel_Frequently",5.74939298590825,"Research & Development",3.09104245335832,"Bachelor","Medical","Very High","Male",4.12713438504509,"High","1","Laboratory Technician","Very High","Married",7.722677516468,9.63161321028986,2.07944154167984,"No",3.04452243772342,"Outstanding","Low",2.19722457733622,0.693147180559945,"Better",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Low",7.90419144023894,2707.6115522515
"688",3.52636052461616,"No","Travel_Rarely",4.99721227376411,"Research & Development",1.6094379124341,"Master","Medical","High","Female",3.87120101090789,"Medium","1","Research Scientist","Medium","Married",7.87207397986687,9.49167735686812,1.94591014905531,"No",3.09104245335832,"Outstanding","Very High",2.07944154167984,1.38629436111989,"Better",1.38629436111989,1.09861228866811,0.693147180559945,0.693147180559945,"Low",7.97495580433298,2906.22938232078
"699",2.94443897916644,"Yes","Travel_Frequently",6.30078579466324,"Sales",1.38629436111989,"College","Medical","Medium","Female",4.26267987704132,"High","1","Sales Representative","Very High","Single",7.35883089834235,9.82124659715222,0.693147180559945,"Yes",2.56494935746154,"Excellent","High",0,1.09861228866811,"Best",0,0,0,0,"Low",7.63960742367671,2077.92751863058
"700",3.85014760171006,"No","Travel_Rarely",7.28000825288419,"Research & Development",2.77258872223978,"College","Life Sciences","Very High","Male",3.97029191355212,"High","5","Research Director","Medium","Married",9.85650076131179,9.29192035896861,1.79175946922805,"No",2.484906649788,"Excellent","Low",3.25809653802148,1.09861228866811,"Better",1.6094379124341,1.09861228866811,0,1.38629436111989,"Very High",9.90284791596603,19986.2113590753
"703",3.58351893845611,"No","Non-Travel",7.10085190894405,"Sales",2.19722457733622,"College","Marketing","High","Female",4.36944785246702,"Medium","3","Sales Executive","Very High","Married",9.24744345992769,9.52923037155216,1.6094379124341,"Yes",2.484906649788,"Excellent","Medium",2.83321334405622,1.94591014905531,"Good",2.63905732961526,1.09861228866811,1.6094379124341,2.56494935746154,"Very High",9.07083674230908,8696.89866151007
"707",4.00733318523247,"No","Travel_Rarely",6.06842558824411,"Research & Development",2.07944154167984,"Master","Medical","Very High","Female",4.23410650459726,"High","2","Research Scientist","Very High","Married",8.83273359199642,9.66122489027521,1.6094379124341,"No",2.77258872223978,"Excellent","Medium",2.70805020110221,1.09861228866811,"Good",2.07944154167984,0.693147180559945,0.693147180559945,2.07944154167984,"High",8.50431715644902,4935.0325326109
"708",3.46573590279973,"No","Travel_Rarely",7.24351297466548,"Human Resources",2.19722457733622,"College","Medical","Very High","Female",4.57471097850338,"Very High","1","Human Resources","Medium","Single",7.65444322647011,10.1109081433851,2.30258509299405,"No",2.94443897916644,"Excellent","Very High",2.19722457733622,1.38629436111989,"Better",1.38629436111989,1.09861228866811,0,1.09861228866811,"Low",8.0579567485397,3157.82925351777
"715",3.61091791264422,"No","Non-Travel",7.26892012819372,"Sales",2.19722457733622,"Master","Life Sciences","Low","Male",4.34380542185368,"Medium","3","Sales Executive","Low","Single",8.93432333105491,9.5631076910839,0.693147180559945,"No",2.77258872223978,"Excellent","Medium",2.39789527279837,0.693147180559945,"Better",2.39789527279837,2.07944154167984,0,2.30258509299405,"High",9.04323636269386,8460.11603299818
"719",3.58351893845611,"Yes","Travel_Frequently",6.78105762593618,"Sales",2.56494935746154,"Master","Other","Very High","Male",3.61091791264422,"High","2","Sales Executive","Very High","Single",8.42989086301344,9.25100235369507,1.38629436111989,"Yes",3.2188758248682,"Outstanding","Low",2.63905732961526,1.09861228866811,"Best",2.484906649788,2.30258509299405,1.94591014905531,2.07944154167984,"Average",8.70508058479122,6032.48812775839
"721",3.63758615972639,"No","Travel_Rarely",6.18001665365257,"Research & Development",1.38629436111989,"Bachelor","Other","High","Male",3.61091791264422,"High","3","Manufacturing Director","High","Married",9.15218145780265,9.17024727840974,0.693147180559945,"No",2.77258872223978,"Excellent","High",2.39789527279837,1.09861228866811,"Better",2.39789527279837,2.07944154167984,2.07944154167984,2.19722457733622,"High",9.10528593835073,9001.7551599223
"722",3.63758615972639,"No","Travel_Rarely",6.51025834052315,"Research & Development",2.99573227355399,"Bachelor","Life Sciences","High","Male",4.45434729625351,"High","2","Manufacturing Director","High","Married",8.66025403425689,10.1846735712442,1.38629436111989,"No",2.89037175789616,"Excellent","Low",2.30258509299405,1.09861228866811,"Good",1.6094379124341,1.38629436111989,0,1.09861228866811,"Average",8.64519249997103,5681.76108416604
"725",3.76120011569356,"No","Travel_Rarely",7.04141166379481,"Research & Development",2.19722457733622,"Bachelor","Life Sciences","Very High","Male",4.40671924726425,"High","1","Laboratory Technician","High","Single",8.28626945278307,9.51966161953144,1.6094379124341,"No",2.63905732961526,"Excellent","Very High",2.19722457733622,1.38629436111989,"Better",0,0,0,0,"Average",7.90512779801881,2710.14896953089
"737",3.68887945411394,"No","Travel_Rarely",6.58340922215876,"Sales",3.2188758248682,"Below College","Marketing","Medium","Female",4.11087386417331,"Medium","4","Sales Executive","Very High","Married",9.39532504618962,9.08579703690158,0,"No",2.484906649788,"Excellent","Low",3.09104245335832,1.09861228866811,"Good",3.04452243772342,2.30258509299405,2.30258509299405,1.94591014905531,"Very High",9.42717578770116,12420.3964865977
"738",4.0943445622221,"No","Travel_Rarely",5.78996017089725,"Sales",1.38629436111989,"Bachelor","Life Sciences","High","Female",3.89182029811063,"Medium","2","Sales Executive","Very High","Single",8.55101473989175,9.71057005652877,1.79175946922805,"No",2.89037175789616,"Excellent","Very High",2.63905732961526,1.09861228866811,"Better",1.94591014905531,0.693147180559945,0,1.79175946922805,"Average",8.64199847509124,5663.63916022161
"746",3.2188758248682,"No","Travel_Rarely",5.86078622346587,"Research & Development",3.09104245335832,"College","Technical Degree","High","Male",4.06044301054642,"Medium","1","Laboratory Technician","Low","Divorced",7.7393592026891,9.2140335438138,0,"No",2.70805020110221,"Excellent","Medium",1.09861228866811,1.38629436111989,"Better",0.693147180559945,0.693147180559945,0,0,"Low",7.79437105081911,2425.90254599615
"751",3.04452243772342,"Yes","Travel_Frequently",6.64639051484773,"Sales",2.30258509299405,"Bachelor","Marketing","Very High","Female",4.00733318523247,"High","1","Sales Representative","Very High","Single",7.7510451179718,9.75301343918129,0.693147180559945,"Yes",2.70805020110221,"Excellent","Medium",1.09861228866811,1.38629436111989,"Better",1.09861228866811,1.09861228866811,0,1.09861228866811,"Low",7.76673927599348,2359.76093466592
"758",3.91202300542815,"No","Travel_Rarely",7.31055015853442,"Research & Development",1.79175946922805,"Master","Technical Degree","Low","Male",4.57471097850338,"High","2","Healthcare Representative","High","Married",8.80267284031282,9.97743479748821,1.09861228866811,"No",2.70805020110221,"Excellent","Medium",3.04452243772342,0,"Good",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"High",8.76333110588986,6394.37982233195
"764",3.93182563272433,"No","Non-Travel",4.98360662170834,"Sales",0.693147180559945,"Bachelor","Life Sciences","Very High","Female",4.56434819146784,"High","2","Sales Executive","High","Married",8.7558950816463,10.1234661005072,0,"No",2.56494935746154,"Excellent","Low",2.99573227355399,1.38629436111989,"Better",2.94443897916644,2.07944154167984,0,2.63905732961526,"High",8.59262208727396,5390.73275042759
"767",3.73766961828337,"No","Travel_Rarely",6.23441072571837,"Research & Development",2.07944154167984,"College","Technical Degree","Medium","Female",3.78418963391826,"Very High","1","Research Scientist","High","Married",8.12474302038557,9.84501062277715,0.693147180559945,"No",2.63905732961526,"Excellent","High",2.39789527279837,1.38629436111989,"Better",2.39789527279837,1.94591014905531,0,2.19722457733622,"Average",8.07363522757985,3207.74517210073
"772",3.85014760171006,"No","Travel_Rarely",6.26720054854136,"Sales",0.693147180559945,"College","Marketing","Medium","Female",4.53259949315326,"High","3","Sales Executive","Low","Divorced",9.25473995927287,7.66762609158499,0.693147180559945,"No",3.25809653802148,"Outstanding","High",3.2188758248682,1.09861228866811,"Better",3.2188758248682,2.63905732961526,2.77258872223978,2.07944154167984,"Very High",9.20125080022001,9908.51613521211
"774",3.61091791264422,"Yes","Travel_Rarely",5.76519110278484,"Research & Development",2.30258509299405,"Bachelor","Medical","Very High","Male",4.38202663467388,"Medium","1","Research Scientist","High","Married",8.12829017160705,9.98865556490601,0,"Yes",2.89037175789616,"Excellent","Low",1.09861228866811,0,"Good",0.693147180559945,0,0,0,"Average",7.80216368155323,2444.88838008564
"777",3.43398720448515,"No","Travel_Rarely",5.80211837537706,"Human Resources",0.693147180559945,"Bachelor","Life Sciences","High","Male",3.85014760171006,"High","1","Human Resources","High","Divorced",7.63288550539513,9.64400413444303,0,"No",3.09104245335832,"Outstanding","Low",1.94591014905531,1.38629436111989,"Best",1.79175946922805,1.38629436111989,0.693147180559945,1.38629436111989,"Low",7.93074610555675,2780.50132410949
"778",3.49650756146648,"No","Non-Travel",6.76041469108343,"Sales",1.09861228866811,"Below College","Life Sciences","High","Female",4.34380542185368,"High","1","Sales Representative","Low","Divorced",7.94732502701646,9.61233279060538,0.693147180559945,"No",2.56494935746154,"Excellent","High",0.693147180559945,1.38629436111989,"Better",0.693147180559945,0,0,0,"Low",7.66478085311499,2130.92552591274
"785",3.87120101090789,"No","Non-Travel",6.29894924685594,"Sales",1.09861228866811,"Master","Marketing","High","Male",4.47733681447821,"High","2","Sales Executive","Medium","Married",8.51298434664218,8.17103418920548,2.07944154167984,"No",2.484906649788,"Excellent","Very High",1.6094379124341,1.38629436111989,"Bad",0.693147180559945,0,0,0,"Average",8.4605199785233,4723.51400485905
"787",3.95124371858143,"No","Travel_Rarely",6.84906628263346,"Research & Development",1.38629436111989,"Bachelor","Technical Degree","Low","Female",3.98898404656427,"High","3","Manager","High","Married",9.48166437781514,10.0425971082403,1.09861228866811,"No",2.484906649788,"Excellent","Very High",2.77258872223978,1.09861228866811,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Very High",9.37546629715463,11794.4164335162
"789",4.02535169073515,"No","Travel_Rarely",6.17170059741091,"Research & Development",1.09861228866811,"Bachelor","Medical","High","Male",4.11087386417331,"Medium","5","Research Director","Low","Married",9.85424478595768,9.89374020108125,2.19722457733622,"No",2.56494935746154,"Excellent","Medium",3.55534806148941,1.09861228866811,"Better",0.693147180559945,0,0,0,"Very High",9.92351970463466,20403.6828433617
"790",3.25809653802148,"No","Travel_Rarely",5.58724865840025,"Research & Development",0.693147180559945,"Bachelor","Medical","Very High","Female",3.71357206670431,"High","1","Research Scientist","Medium","Single",7.64826303090192,9.84325972698564,0.693147180559945,"No",2.94443897916644,"Excellent","Very High",1.09861228866811,1.38629436111989,"Good",1.09861228866811,1.09861228866811,1.09861228866811,0.693147180559945,"Low",7.75681551214217,2336.44916221701
"791",3.91202300542815,"No","Travel_Rarely",5.605802066296,"Research & Development",1.38629436111989,"College","Medical","High","Female",3.78418963391826,"Medium","2","Laboratory Technician","Low","Married",8.47428569040496,10.0463316965656,1.6094379124341,"No",3.25809653802148,"Outstanding","Low",2.39789527279837,1.38629436111989,"Better",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Average",8.41393757243575,4508.48201087369
"794",3.61091791264422,"No","Travel_Rarely",7.10987946307227,"Research & Development",2.19722457733622,"Bachelor","Technical Degree","High","Female",4.0943445622221,"High","3","Healthcare Representative","High","Divorced",9.21999362900432,9.01225522000275,0.693147180559945,"No",2.63905732961526,"Excellent","Medium",2.89037175789616,1.09861228866811,"Better",2.89037175789616,2.70805020110221,2.56494935746154,2.19722457733622,"Very High",9.10479280463995,8997.31669233204
"803",3.68887945411394,"No","Travel_Rarely",4.77068462446567,"Research & Development",2.39789527279837,"Below College","Medical","High","Male",4.60517018598809,"High","4","Manager","Low","Married",9.74501923176433,8.58597270681106,0.693147180559945,"Yes",2.70805020110221,"Excellent","Very High",3.09104245335832,1.38629436111989,"Better",3.09104245335832,2.30258509299405,2.484906649788,2.39789527279837,"Very High",9.7236645646145,16707.3615482809
"807",3.25809653802148,"No","Travel_Rarely",7.22475340576797,"Sales",2.94443897916644,"Below College","Life Sciences","Low","Male",4.54329478227,"Very High","2","Sales Executive","High","Married",8.73761303680885,9.43172237267073,1.09861228866811,"No",2.484906649788,"Excellent","Medium",1.94591014905531,1.38629436111989,"Good",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"High",8.6716728150104,5834.25248760323
"812",3.25809653802148,"No","Travel_Rarely",6.85646198459459,"Research & Development",0.693147180559945,"Bachelor","Technical Degree","Low","Male",4.40671924726425,"High","1","Laboratory Technician","Very High","Married",8.0802374162167,8.49923286603924,1.6094379124341,"No",2.484906649788,"Excellent","Medium",2.07944154167984,1.09861228866811,"Good",1.38629436111989,1.09861228866811,0,1.09861228866811,"Average",7.88707363353907,2661.64064634038
"816",3.52636052461616,"No","Travel_Rarely",4.77068462446567,"Research & Development",2.30258509299405,"Bachelor","Medical","Low","Male",4.11087386417331,"High","1","Research Scientist","Very High","Married",7.93092537248339,8.75020786252571,0,"No",2.63905732961526,"Excellent","Medium",2.77258872223978,1.79175946922805,"Better",2.70805020110221,2.39789527279837,1.6094379124341,2.39789527279837,"Low",8.04238109588077,3109.00961211514
"817",3.43398720448515,"No","Travel_Rarely",6.85329909318608,"Research & Development",1.09861228866811,"Bachelor","Medical","High","Female",3.97029191355212,"Medium","2","Manufacturing Director","Very High","Single",8.83608319099221,9.91516905730997,1.79175946922805,"Yes",3.2188758248682,"Outstanding","Medium",2.56494935746154,1.6094379124341,"Good",0,0,0,0,"High",8.67281058343475,5840.89543198131
"821",3.49650756146648,"No","Travel_Rarely",6.45362499889269,"Research & Development",1.79175946922805,"Master","Other","Medium","Female",3.58351893845611,"Very High","1","Research Scientist","Very High","Married",8.1056094022999,9.84076072262782,1.38629436111989,"No",2.89037175789616,"Excellent","Very High",1.94591014905531,1.38629436111989,"Better",1.38629436111989,1.09861228866811,0,1.09861228866811,"Average",8.0145070039837,3023.51795480619
"823",3.55534806148941,"No","Travel_Rarely",6.55819780281227,"Sales",3.36729582998647,"Bachelor","Marketing","Very High","Female",4.56434819146784,"Medium","2","Sales Executive","High","Married",8.81180122393875,9.10264379652081,0.693147180559945,"No",3.09104245335832,"Outstanding","Very High",2.19722457733622,1.09861228866811,"Better",2.19722457733622,2.07944154167984,0.693147180559945,2.07944154167984,"High",8.574272922445,5292.70110738706
"831",3.8286413964891,"No","Non-Travel",5.51745289646471,"Research & Development",3.17805383034795,"College","Life Sciences","Very High","Male",3.76120011569356,"High","2","Laboratory Technician","Low","Married",8.19808924895612,9.5496656775798,0.693147180559945,"Yes",2.77258872223978,"Excellent","High",2.30258509299405,1.09861228866811,"Better",2.30258509299405,2.19722457733622,0,2.19722457733622,"Average",8.32425250794717,4121.65440500055
"832",2.99573227355399,"Yes","Travel_Rarely",6.2709884318583,"Sales",3.13549421592915,"Below College","Marketing","Very High","Male",3.93182563272433,"High","1","Sales Representative","High","Single",7.42416528104203,10.1969404417483,0.693147180559945,"Yes",2.99573227355399,"Excellent","Very High",0,1.09861228866811,"Good",0,0,0,0,"Low",7.67517964791721,2153.2106503923
"840",3.89182029811063,"No","Travel_Rarely",7.11069612297883,"Research & Development",2.39789527279837,"Bachelor","Life Sciences","Very High","Male",4.52178857704904,"Medium","5","Research Director","Medium","Married",9.8866465353401,9.51664790855113,1.6094379124341,"No",2.56494935746154,"Excellent","Very High",3.40119738166216,1.38629436111989,"Better",3.13549421592915,2.39789527279837,2.56494935746154,2.30258509299405,"Very High",9.89989099008544,19927.1979486653
"843",3.97029191355212,"No","Travel_Frequently",6.79234442747081,"Research & Development",3.25809653802148,"Master","Medical","High","Female",4.40671924726425,"Medium","4","Manufacturing Director","Very High","Married",9.53437848138862,9.85371941030201,1.38629436111989,"No",3.13549421592915,"Outstanding","High",3.46573590279973,1.38629436111989,"Better",2.30258509299405,2.19722457733622,0,0,"Very High",9.53033598627495,13770.2172467827
"844",3.55534806148941,"No","Travel_Rarely",6.8501261661455,"Research & Development",2.30258509299405,"Bachelor","Life Sciences","Very High","Male",4.46590811865458,"High","3","Healthcare Representative","Very High","Divorced",9.04793908261736,8.61159386683772,0,"No",2.484906649788,"Excellent","Very High",2.39789527279837,0,"Good",2.30258509299405,2.07944154167984,0.693147180559945,1.94591014905531,"High",9.05827748119789,8588.34259998328
"845",3.55534806148941,"No","Travel_Rarely",6.23832462503951,"Sales",1.38629436111989,"College","Life Sciences","Very High","Female",3.49650756146648,"Low","2","Sales Executive","Very High","Single",8.70450228972123,10.1406917874987,1.79175946922805,"No",2.56494935746154,"Excellent","Low",1.94591014905531,1.38629436111989,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"High",8.6038088543242,5451.38744110633
"852",3.43398720448515,"No","Travel_Rarely",4.83628190695148,"Research & Development",2.30258509299405,"College","Medical","Very High","Male",4.43081679884331,"Medium","1","Laboratory Technician","High","Single",7.69938940625674,9.68769193888446,0.693147180559945,"No",2.63905732961526,"Excellent","Low",2.39789527279837,1.79175946922805,"Better",2.39789527279837,0,0.693147180559945,2.19722457733622,"Low",7.9935293470074,2960.7315133252
"855",3.58351893845611,"No","Travel_Rarely",5.39362754635236,"Research & Development",2.83321334405622,"College","Other","Very High","Female",3.80666248977032,"Medium","2","Manufacturing Director","Medium","Married",8.47407690034261,10.1420712883382,0,"Yes",2.484906649788,"Excellent","Very High",1.6094379124341,1.09861228866811,"Better",1.38629436111989,1.09861228866811,0,1.09861228866811,"Average",8.56761369105411,5257.56624223615
"863",3.55534806148941,"Yes","Non-Travel",7.21744343169653,"Sales",2.99573227355399,"Bachelor","Marketing","Low","Male",4.21950770517611,"Very High","2","Sales Executive","Very High","Single",8.57640505104808,8.44526745184465,2.19722457733622,"Yes",2.63905732961526,"Excellent","Medium",2.30258509299405,1.38629436111989,"Good",1.79175946922805,1.09861228866811,0,1.6094379124341,"Average",8.59174173920977,5385.98823765582
"869",3.8286413964891,"No","Travel_Rarely",7.2848209125686,"Research & Development",2.07944154167984,"Bachelor","Medical","Low","Female",4.43081679884331,"High","1","Research Scientist","High","Married",8.4069317971587,9.9085248440534,1.6094379124341,"Yes",2.99573227355399,"Excellent","High",2.07944154167984,1.09861228866811,"Good",1.38629436111989,1.09861228866811,0,1.09861228866811,"Average",7.90716019091298,2715.66469259119
